inn,brand_name,brand_key,sponsor,authority,route_final,form_canon,sponsor_class,strength_raw,total_mg,total_volume_ml,conc_mg_per_ml,presentation_type,presentation_idx,most_recent_nct_id,most_recent_phase
teprotumumab,TEPEZZA,TEPEZZA,Amgen Europe B.V.,EMA,IV,lyophilized_powder,originator,500 mg,500.0,,,other,0,NCT07142642,Approved
siltuximab,SYLVANT,SYLVANT,Recordati Netherlands B.V.,EMA,IV,lyophilized_powder,originator,100 mg (vial); 400 mg (vial); after reconstitution: 20 mg/mL,100.0,5.0,20.0,lyophilized_reconstituted,0,NCT05684692,Approved
siltuximab,SYLVANT,SYLVANT,Recordati Netherlands B.V.,EMA,IV,lyophilized_powder,originator,100 mg (vial); 400 mg (vial); after reconstitution: 20 mg/mL,400.0,20.0,20.0,lyophilized_reconstituted,1,NCT05684692,Approved
retifanlimab,ZYNYZ,ZYNYZ,Incyte Biosciences Distribution B.V.,EMA,IV,solution,originator,25 mg/mL,,,25.0,liquid,0,NCT04387084,Approved
lebrikizumab,Ebglyss,EBGLYSS,"Almirall, S.A.",EMA,SC,solution,originator,Each single-use pre-filled syringe contains 250 mg of lebrikizumab in 2 mL solution (125 mg/mL),250.0,2.0,125.0,liquid,0,NCT07471932,Approved
denosumab,Evfraxy,EVFRAXY,Biosimilar Collaborations Ireland Limited,EMA,SC,solution,biosimilar,60 mg in 1 mL (60 mg/mL),60.0,1.0,60.0,liquid,0,UNKNOWN,Approved
denosumab,XGEVA,XGEVA,Amgen Europe B.V.,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL); Each pre-filled syringe contains 120 mg of denosumab in 1.0 mL of solution (120 mg/mL).,120.0,1.7,70.58823529411765,liquid,0,NCT03401060,Approved
denosumab,XGEVA,XGEVA,Amgen Europe B.V.,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL); Each pre-filled syringe contains 120 mg of denosumab in 1.0 mL of solution (120 mg/mL).,120.0,1.0,120.0,liquid,1,NCT03401060,Approved
denosumab,Osenvelt,OSENVELT,Celltrion Healthcare Hungary Kft.,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
adalimumab,Libmyris,LIBMYRIS,,EMA,SC,solution,biosimilar,40 mg in 0.4 ml,40.0,0.4,100.0,liquid,0,UNKNOWN,Approved
durvalumab,IMFINZI,IMFINZI,,EMA,IV,solution,originator,50 mg/ml,,,50.0,liquid,0,NCT03606967,Approved
pembrolizumab,KEYTRUDA,KEYTRUDA,,EMA,IV,solution,originator,25 mg/mL,,,25.0,liquid,0,NCT05633602,Approved
nivolumab,OPDIVO,OPDIVO,,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,NCT04134325,Approved
vilobelimab,Gohibic,GOHIBIC,"InflaRx GmbH, Winzerlaer Strasse 2, 07745 Jena, Germany",EMA,IV,solution,originator,200 mg in 20 mL (10 mg/mL),200.0,20.0,10.0,liquid,0,UNKNOWN,Approved
obinutuzumab,Gazyvaro,GAZYVARO,Roche Registration GmbH,EMA,IV,solution,originator,1 000 mg in 40 mL,1000.0,40.0,25.0,liquid,0,NCT03341520,Approved
bimekizumab,Bimzelx,BIMZELX,UCB Pharma S.A.,EMA,SC,solution,originator,160 mg in 1 mL,160.0,1.0,160.0,liquid,0,NCT06888193,Approved
depemokimab,EXDENSUR,EXDENSUR,GlaxoSmithKline Trading Services Limited,EMA,SC,solution,originator,100 mg/mL,,,100.0,liquid,0,UNKNOWN,Approved
mepolizumab,Nucala,NUCALA,GlaxoSmithKline Trading Services Limited,EMA,SC,solution,originator,100 mg in 1 mL; 40 mg in 0.4 mL,100.0,1.0,100.0,liquid,0,NCT06069310,Approved
mepolizumab,Nucala,NUCALA,GlaxoSmithKline Trading Services Limited,EMA,SC,solution,originator,100 mg in 1 mL; 40 mg in 0.4 mL,40.0,0.4,100.0,liquid,1,NCT06069310,Approved
natalizumab,Tyruko,TYRUKO,Sandoz GmbH,EMA,IV,solution,biosimilar,300 mg/15 mL,300.0,15.0,20.0,liquid,0,UNKNOWN,Approved
golimumab,Simponi 45mg/0.45mL solution for injection in pre-filled pen,SIMPONI,Janssen-Cilag International NV,EMA,SC,autoinjector,originator,45mg/0.45mL,45.0,0.45,100.0,liquid,0,NCT05071664,Approved
denosumab,Kefdensis,KEFDENSIS,STADA Arzneimittel AG,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
sotrovimab,Xevudy 500 mg concentrate for solution for infusion,XEVUDY,GlaxoSmithKline Trading Services Limited,EMA,IV,solution,originator,500 mg in 8 mL (62.5 mg/mL),500.0,8.0,62.5,liquid,0,NCT05195060,Approved
vedolizumab,Entyvio 300 mg powder for concentrate for solution for infusion,ENTYVIO,Takeda Pharma A/S,EMA,IV,lyophilized_powder,originator,300 mg,300.0,,,other,0,NCT05442567,Approved
zolbetuximab,Vyloy,VYLOY,Astellas Pharma Europe B.V.,EMA,IV,lyophilized_powder,originator,100 mg vial; 300 mg vial; after reconstitution each mL contains 20 mg,100.0,5.0,20.0,lyophilized_reconstituted,0,NCT06901531,Approved
zolbetuximab,Vyloy,VYLOY,Astellas Pharma Europe B.V.,EMA,IV,lyophilized_powder,originator,100 mg vial; 300 mg vial; after reconstitution each mL contains 20 mg,300.0,15.0,20.0,lyophilized_reconstituted,1,NCT06901531,Approved
trastuzumab,Herceptin,HERCEPTIN,Roche Registration GmbH,EMA,IV,lyophilized_powder,originator,150 mg,150.0,,,other,0,NCT05152147,Approved
nemolizumab,Nemluvio,NEMLUVIO,Galderma International,EMA,SC,lyophilized_powder,originator,30 mg per 0.49 ml dose,30.0,0.49,61.22448979591837,liquid,0,UNKNOWN,Approved
denosumab,Xbonzy 120 mg solution for injection,XBONZY,Reddy Holding GmbH,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
ixekizumab,Taltz,TALTZ,"Eli Lilly and Company (Ireland) Limited, Dunderrow, Kinsale, Co. Cork, Ireland",EMA,SC,solution,originator,40 mg in 0.5 mL; 80 mg in 1 mL,40.0,0.5,80.0,liquid,0,NCT04340076,Approved
ixekizumab,Taltz,TALTZ,"Eli Lilly and Company (Ireland) Limited, Dunderrow, Kinsale, Co. Cork, Ireland",EMA,SC,solution,originator,40 mg in 0.5 mL; 80 mg in 1 mL,80.0,1.0,80.0,liquid,1,NCT04340076,Approved
evinacumab,Evkeeza 150 mg/ml concentrate for solution for infusion,EVKEEZA,Ultragenyx Germany GmbH,EMA,IV,solution,originator,150 mg/ml,,,150.0,liquid,0,NCT07271186,Approved
denosumab,Conexxence,CONEXXENCE,Fresenius Kabi Deutschland GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg in 1 mL,60.0,1.0,60.0,liquid,0,UNKNOWN,Approved
donanemab,Kisunla,KISUNLA,"Eli Lilly Nederland B.V., Orteliuslaan 1000, 3528 BD Utrecht, The Netherlands.",EMA,IV,solution,originator,350 mg in 20 mL (17.5 mg/mL),350.0,20.0,17.5,liquid,0,NCT07167966,Approved
golimumab,Gotenfia,GOTENFIA,STADA Arzneimittel AG,EMA,SC,prefilled_syringe,biosimilar,50 mg in 0.5 mL; 100 mg in 1 mL,50.0,0.5,100.0,liquid,0,UNKNOWN,Approved
golimumab,Gotenfia,GOTENFIA,STADA Arzneimittel AG,EMA,SC,prefilled_syringe,biosimilar,50 mg in 0.5 mL; 100 mg in 1 mL,100.0,1.0,100.0,liquid,1,UNKNOWN,Approved
denosumab,Acvybra,ACVYBRA,Reddy Holding GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
ustekinumab,Fymskina 130 mg concentrate for solution for infusion,FYMSKINA,Formycon AG,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
trastuzumab,Ogivri,OGIVRI,Biosimilar Collaborations Ireland Limited,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); reconstituted: 21 mg/mL,150.0,7.142857142857143,21.0,lyophilized_reconstituted,0,UNKNOWN,Approved
trastuzumab,Ogivri,OGIVRI,Biosimilar Collaborations Ireland Limited,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); reconstituted: 21 mg/mL,420.0,20.0,21.0,lyophilized_reconstituted,1,UNKNOWN,Approved
denosumab,Osqay 60 mg solution for injection in pre-filled syringe,OSQAY,Theramex Ireland Ltd.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
sarilumab,Kevzara,KEVZARA,Sanofi Winthrop Industrie,EMA,SC,solution,originator,150 mg in 1.14 ml (131.6 mg/ml),150.0,1.14,131.57894736842104,liquid,0,NCT06787612,Approved
eculizumab,Soliris 300 mg concentrate for solution for infusion,SOLIRIS,Alexion Europe SAS,EMA,IV,solution,originator,300 mg in 30 ml (10 mg/ml),300.0,30.0,10.0,liquid,0,NCT05133531,Approved
adalimumab,Hulio 20 mg solution for injection in pre-filled syringe,HULIO,Biosimilar Collaborations Ireland Limited,EMA,SC,solution,biosimilar,20 mg in 0.4 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
eculizumab,Epysqli 300 mg concentrate for solution for infusion,EPYSQLI,Samsung Bioepis NL B.V.,EMA,IV,solution,biosimilar,300 mg in 30 ml (10 mg/ml),300.0,30.0,10.0,liquid,0,UNKNOWN,Approved
sugemalimab,Cejemly,CEJEMLY,CStone Pharmaceuticals Ireland Limited,EMA,IV,solution,originator,30 mg/mL,,,30.0,liquid,0,UNKNOWN,Approved
inebilizumab,Uplizna,UPLIZNA,Amgen Europe B.V.,EMA,IV,solution,originator,100 mg in 10 mL,100.0,10.0,10.0,liquid,0,NCT06570798,Approved
ustekinumab,Usrenty,USRENTY,Biosimilar Collaborations Ireland Limited,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
ustekinumab,Yesintek 130 mg concentrate for solution for infusion,YESINTEK,Biosimilar Collaborations Ireland Limited,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
adalimumab,Hefiya,HEFIYA,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
adalimumab,Hefiya,HEFIYA,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,40.0,0.8,50.0,liquid,1,UNKNOWN,Approved
satralizumab,Enspryng,ENSPRYNG,Roche Registration GmbH,EMA,SC,solution,originator,120 mg/1 mL,120.0,1.0,120.0,liquid,0,NCT04660539,Approved
tremelimumab,IMJUDO,IMJUDO,AstraZeneca AB,EMA,IV,solution,originator,20 mg/ml,,,20.0,liquid,0,NCT06855225,Approved
bevacizumab,Lytenava 25 mg/mL solution for injection,LYTENAVA,Outlook Therapeutics NL B.V.,EMA,OTHER,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
denosumab,Bildyos 60 mg solution for injection in pre-filled syringe,BILDYOS,SciencePharma Sp. z o.o.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
trastuzumab,Tuznue,TUZNUE,Prestige Biopharma Belgium BVBA,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); 21 mg/mL (reconstituted),150.0,7.142857142857143,21.0,lyophilized_reconstituted,0,UNKNOWN,Approved
trastuzumab,Tuznue,TUZNUE,Prestige Biopharma Belgium BVBA,EMA,IV,lyophilized_powder,biosimilar,150 mg (vial); 420 mg (vial); 21 mg/mL (reconstituted),420.0,20.0,21.0,lyophilized_reconstituted,1,UNKNOWN,Approved
bevacizumab,Alymsys,ALYMSYS,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,NCT05001880,Approved
ofatumumab,Kesimpta,KESIMPTA,Novartis Europharm Limited,EMA,SC,solution,originator,20 mg in 0.4 ml (50 mg/ml),20.0,0.4,50.0,liquid,0,NCT06345157,Approved
adalimumab,Yuflyma,YUFLYMA,,EMA,SC,solution,biosimilar,40 mg in 0.4 ml,40.0,0.4,100.0,liquid,0,UNKNOWN,Approved
bevacizumab,Avzivi,AVZIVI,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
tocilizumab,Tocilizumab STADA,TOCILIZUMAB STADA,STADA Arzneimittel AG,EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
lecanemab,LEQEMBI,LEQEMBI,Eisai GmbH,EMA,IV,solution,originator,100 mg/mL,,,100.0,liquid,0,NCT06602258,Approved
adalimumab,Imraldi,IMRALDI,,EMA,SC,prefilled_syringe,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,NCT04089514,Approved
trastuzumab,Trazimera,TRAZIMERA,Pfizer Europe MA EEIG,EMA,IV,lyophilized_powder,biosimilar,21 mg/mL,,,21.0,liquid,0,NCT03988036,Approved
denosumab,Osvyrti,OSVYRTI,Accord Healthcare S.L.U.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
cetuximab,Erbitux,ERBITUX,Merck Europe B.V.,EMA,IV,solution,originator,5 mg/mL,,,5.0,liquid,0,NCT02128906,Approved
adalimumab,Hukyndra,HUKYNDRA,STADA Arzneimittel AG,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.2 ml,20.0,0.2,100.0,liquid,0,UNKNOWN,Approved
bevacizumab,Abevmy,ABEVMY,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
bevacizumab,Vegzelma,VEGZELMA,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
bevacizumab,Oyavas,OYAVAS,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
bevacizumab,Aybintio,AYBINTIO,,EMA,IV,solution,biosimilar,25 mg/ml,,,25.0,liquid,0,UNKNOWN,Approved
trastuzumab,Herzuma,HERZUMA,Celltrion Healthcare Hungary Kft.,EMA,IV,lyophilized_powder,biosimilar,21 mg/mL,,,21.0,liquid,0,NCT06083662,Approved
galcanezumab,Emgality 120 mg solution for injection in pre-filled pen,EMGALITY,"Eli Lilly Nederland B.V., Orteliuslaan 1000, 3528 BD Utrecht, The Netherlands",EMA,SC,solution,originator,120 mg in 1 mL,120.0,1.0,120.0,liquid,0,NCT07323927,Approved
tafasitamab,MINJUVI,MINJUVI,Incyte Biosciences Distribution B.V.,EMA,IV,lyophilized_powder,originator,200 mg per vial; 40 mg/mL after reconstitution,200.0,5.0,40.0,lyophilized_reconstituted,0,UNKNOWN,Approved
bevacizumab,Avastin,AVASTIN,,EMA,IV,solution,originator,25 mg/ml,,,25.0,liquid,0,NCT01746238,Approved
bevacizumab,MVASI 25 mg/mL concentrate for solution for infusion,MVASI,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,NCT06252649,Approved
tocilizumab,Avtozma 20 mg/mL concentrate for solution for infusion,AVTOZMA,"Celltrion Healthcare Hungary Kft., 1062 Budapest, Váci út 1-3. WestEnd Office Building B torony, Hungary",EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tislelizumab,Tevimbra,TEVIMBRA,BeOne Medicines Ireland Limited,EMA,IV,solution,originator,100 mg/10 ml,100.0,10.0,10.0,liquid,0,NCT04387084,Approved
trastuzumab,Ontruzant,ONTRUZANT,Samsung Bioepis NL B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg vial; 420 mg vial (reconstituted solution contains 21 mg/mL),150.0,,,other,0,NCT05504720,Approved
trastuzumab,Ontruzant,ONTRUZANT,Samsung Bioepis NL B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg vial; 420 mg vial (reconstituted solution contains 21 mg/mL),420.0,20.0,21.0,lyophilized_reconstituted,1,NCT05504720,Approved
avelumab,Bavencio,BAVENCIO,Merck Europe B.V.,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT04071236,Approved
denosumab,Ponlimsi,PONLIMSI,TEVA GmbH,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
cemiplimab,LIBTAYO,LIBTAYO,"Regeneron Ireland Designated Activity Company (DAC), One Warrington Place, Dublin 2, D02 HH27, Ireland",EMA,IV,solution,originator,350 mg/7 ml,350.0,7.0,50.0,liquid,0,NCT07387198,Approved
denosumab,Degevma 120 mg solution for injection,DEGEVMA,TEVA GmbH,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
trastuzumab,Zercepac,ZERCEPAC,Accord Healthcare S.L.U.,EMA,IV,lyophilized_powder,biosimilar,21 mg/mL,,,21.0,liquid,0,NCT05615818,Approved
rozanolixizumab,Rystiggo,RYSTIGGO,UCB Pharma S.A.,EMA,SC,solution,originator,140 mg/ml,,,140.0,liquid,0,UNKNOWN,Approved
ramucirumab,Cyramza,CYRAMZA,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,10 mg/ml,,,10.0,liquid,0,NCT03909334,Approved
eculizumab,BEKEMV,BEKEMV,Amgen Technology (Ireland) UC,EMA,IV,solution,biosimilar,300 mg in 30 mL (10 mg/mL),300.0,30.0,10.0,liquid,0,UNKNOWN,Approved
denosumab,Zvogra,ZVOGRA,STADA Arzneimittel AG,EMA,SC,solution,biosimilar,Each vial contains 120 mg of denosumab in 1.7 mL of solution (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
denosumab,Stoboclo,STOBOCLO,Celltrion Healthcare Hungary Kft.,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
serplulimab,HETRONIFLY 10 mg/ml concentrate for solution for infusion.,HETRONIFLY,Accord Healthcare S.L.U.,EMA,IV,solution,originator,10 mg/ml,,,10.0,liquid,0,UNKNOWN,Approved
ustekinumab,Usymro 130 mg concentrate for solution for infusion,USYMRO,Gedeon Richter Plc.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
denosumab,Bilprevda,BILPREVDA,SciencePharma Sp. z o.o.,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
alirocumab,Praluent,PRALUENT,Sanofi Winthrop Industrie,EMA,SC,solution,originator,Each single-use pre-filled pen contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 300 mg alirocumab in 2 ml solution.,75.0,1.0,75.0,liquid,0,NCT07477704,Approved
alirocumab,Praluent,PRALUENT,Sanofi Winthrop Industrie,EMA,SC,solution,originator,Each single-use pre-filled pen contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 300 mg alirocumab in 2 ml solution.,150.0,1.0,150.0,liquid,1,NCT07477704,Approved
alirocumab,Praluent,PRALUENT,Sanofi Winthrop Industrie,EMA,SC,solution,originator,Each single-use pre-filled pen contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 75 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled syringe contains 150 mg alirocumab in 1 ml solution; Each single-use pre-filled pen contains 300 mg alirocumab in 2 ml solution.,300.0,2.0,150.0,liquid,2,NCT07477704,Approved
denosumab,Obodence,OBODENCE,Samsung Bioepis NL B.V.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Junod,JUNOD,Gedeon Richter Plc.,EMA,SC,solution,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
basiliximab,Simulect,SIMULECT,Novartis Europharm Limited,EMA,IV,lyophilized_powder,originator,20 mg,20.0,,,other,0,NCT01780844,Approved
secukinumab,Cosentyx 75 mg solution for injection in pre-filled syringe,COSENTYX,Novartis Europharm Limited,EMA,SC,prefilled_syringe,originator,75 mg secukinumab in 0.5 ml,75.0,0.5,150.0,liquid,0,NCT03536884,Approved
infliximab,Remicade,REMICADE,Janssen-Cilag International NV,EMA,IV,lyophilized_powder,originator,100mg,100.0,,,other,0,NCT04438382,Approved
evolocumab,Repatha,REPATHA,Amgen Europe B.V.,EMA,SC,solution,originator,140 mg in 1 mL; 420 mg in 3.5 mL (120 mg/mL),140.0,1.0,140.0,liquid,0,NCT04608474,Approved
evolocumab,Repatha,REPATHA,Amgen Europe B.V.,EMA,SC,solution,originator,140 mg in 1 mL; 420 mg in 3.5 mL (120 mg/mL),420.0,3.5,120.0,liquid,1,NCT04608474,Approved
palivizumab,Synagis 50 mg/0.5 ml solution for injection; Synagis 100 mg/1 ml solution for injection,SYNAGIS,AstraZeneca AB,EMA,IM,solution,originator,100mg/ml,,,100.0,liquid,0,NCT04540627,Approved
nipocalimab,Imaavy,IMAAVY,Janssen-Cilag International NV,EMA,IV,solution,originator,185mg/mL,,,185.0,liquid,0,UNKNOWN,Approved
adalimumab,Hyrimoz,HYRIMOZ,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,20.0,0.4,50.0,liquid,0,NCT05502731,Approved
adalimumab,Hyrimoz,HYRIMOZ,,EMA,SC,prefilled_syringe,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,40.0,0.8,50.0,liquid,1,NCT05502731,Approved
erenumab,Aimovig,AIMOVIG,Novartis Europharm Limited,EMA,SC,solution,originator,70 mg erenumab; 140 mg erenumab,70.0,,,other,0,NCT03832998,Approved
erenumab,Aimovig,AIMOVIG,Novartis Europharm Limited,EMA,SC,solution,originator,70 mg erenumab; 140 mg erenumab,140.0,,,other,1,NCT03832998,Approved
denosumab,Denosumab Intas,DENOSUMAB INTAS,"Intas Third Party Sales 2005, S.L.",EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Izamby,IZAMBY,Mabxience Research SL,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
bezlotoxumab,ZINPLAVA,ZINPLAVA,Merck Sharp & Dohme B.V.,EMA,IV,solution,originator,25 mg/mL,,,25.0,liquid,0,NCT03829475,Approved
denosumab,Rolcya,ROLCYA,Sandoz GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Jubbonti,JUBBONTI,Sandoz GmbH,EMA,SC,prefilled_syringe,biosimilar,60 mg/mL,,,60.0,liquid,0,UNKNOWN,Approved
denosumab,Denbrayce,DENBRAYCE,Mabxience Research SL,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
ipilimumab,YERVOY,YERVOY,,EMA,IV,solution,originator,5 mg/ml,,,5.0,liquid,0,NCT06946797,Approved
ustekinumab,Usgena 130 mg concentrate for solution for infusion.,USGENA,STADA Arzneimittel AG,EMA,IV,solution,biosimilar,Each vial contains 130 mg ustekinumab in 26 mL (5 mg/mL).,130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
golimumab,GOBIVAZ,GOBIVAZ,Advanz Pharma Limited,EMA,SC,prefilled_syringe,biosimilar,50 mg in 0.5 mL,50.0,0.5,100.0,liquid,0,UNKNOWN,Approved
omalizumab,Omlyclo,OMLYCLO,Celltrion Healthcare Hungary Kft.,EMA,SC,solution,biosimilar,75 mg in 0.5 ml,75.0,0.5,150.0,liquid,0,NCT07073404,Approved
infliximab,Flixabi,FLIXABI,Samsung Bioepis NL B.V.,EMA,IV,lyophilized_powder,biosimilar,"Each vial contains 100 mg of infliximab. After reconstitution, each mL contains 10 mg of infliximab.",100.0,10.0,10.0,lyophilized_reconstituted,0,NCT03662919,Approved
pertuzumab,Perjeta 420 mg concentrate for solution for infusion,PERJETA,Roche Registration GmbH,EMA,IV,solution,originator,30 mg/ml,,,30.0,liquid,0,NCT02326974,Approved
pertuzumab,Phesgo,PHESGO,Roche Registration GmbH,EMA,SC,solution,biosimilar,Each mL contains 60 mg pertuzumab and 60 mg trastuzumab (600 mg/600 mg in 10 mL vial); Each mL contains 80 mg pertuzumab and 40 mg trastuzumab (1 200 mg/600 mg in 15 mL vial),1200.0,10.0,120.0,liquid,0,NCT04569747,Approved
pertuzumab,Phesgo,PHESGO,Roche Registration GmbH,EMA,SC,solution,biosimilar,Each mL contains 60 mg pertuzumab and 60 mg trastuzumab (600 mg/600 mg in 10 mL vial); Each mL contains 80 mg pertuzumab and 40 mg trastuzumab (1 200 mg/600 mg in 15 mL vial),1800.0,15.0,120.0,liquid,1,NCT04569747,Approved
alemtuzumab,LEMTRADA 12 mg concentrate for solution for infusion,LEMTRADA,Sanofi Belgium,EMA,IV,solution,biosimilar,Each vial contains 12 mg alemtuzumab in 1.2 ml (10 mg/ml),12.0,1.2,10.0,liquid,0,NCT03368664,Approved
denosumab,Prolia 60 mg solution for injection in pre-filled syringe,PROLIA,Amgen Europe B.V.,EMA,SC,solution,originator,60 mg/mL,,,60.0,liquid,0,NCT04067726,Approved
adalimumab,Amsparity 20 mg solution for injection in pre-filled syringe,AMSPARITY,Pfizer Europe MA EEIG,EMA,SC,solution,biosimilar,20 mg in 0.4 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
ravulizumab,Ultomiris,ULTOMIRIS,Alexion Europe SAS,EMA,IV,solution,originator,300 mg/3 mL; 1 100 mg/11 mL (100 mg/mL),300.0,3.0,100.0,liquid,0,NCT06909253,Approved
ravulizumab,Ultomiris,ULTOMIRIS,Alexion Europe SAS,EMA,IV,solution,originator,300 mg/3 mL; 1 100 mg/11 mL (100 mg/mL),1100.0,11.0,100.0,liquid,1,NCT06909253,Approved
tezepelumab,Tezspire,TEZSPIRE,AstraZeneca AB,EMA,SC,solution,originator,210 mg tezepelumab in 1.91 mL solution (110 mg/mL),210.0,1.91,109.947088,liquid,0,NCT07520162,Approved
adalimumab,Idacio,IDACIO,,EMA,SC,solution,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,NCT05153200,Approved
trastuzumab,Herwenda 150 mg powder for concentrate for solution for infusion,HERWENDA,"Sandoz GmbH, Biochemiestr. 10, 6250 Kundl, Austria",EMA,IV,lyophilized_powder,biosimilar,150 mg,150.0,,,other,0,UNKNOWN,Approved
tixagevimab,EVUSHELD,EVUSHELD,AstraZeneca AB,EMA,IM,solution,originator,150 mg/1.5 mL,150.0,1.5,100.0,liquid,0,NCT05281601,Approved
canakinumab,Ilaris 150 mg/ml solution for injection,ILARIS,Novartis Europharm Limited,EMA,SC,solution,originator,150 mg/ml,,,150.0,liquid,0,NCT04789681,Approved
